horizon_days,model,RMSE,MAE
60,LSTM_univariate,0.024850692305852018,0.024850691420336565
60,LSTM_multivariate,4.36011800957227e-06,4.360118009572034e-06
60,Seasonal-Naive,0.0,0.0
