horizon_days,model,RMSE,MAE
1767,LSTM_univariate,0.02485340068835188,0.024853400653096398
1767,LSTM_multivariate,4.35105386663218e-06,4.351053862795691e-06
1767,Seasonal-Naive,0.0,0.0
